aartificial,ai,algorithms,amazon,analysis,analytical,analytics,and,apache,api,aws,azure,bigquery,cloud,communication,data,database,design,effective,gcp,generative,google,gpt,graphql,hadoop,intelligence,js,k8s,kubernetes,language,large,leadership,learning,llms,machine,management,models,natural,next,nlp,numpy,pandas,platform,problem,processing,product,programming,python,react,redshift,science,skill,skills,solving,sql,structuring,teamwork,techniques,typescript
0.11879389787272956,0.28890739054028836,0.0,0.0,0.0,0.0,0.28890739054028836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18116574416442052,0.2621374630421748,0.0,0.0,0.18116574416442052,0.0,0.28890739054028836,0.0,0.28890739054028836,0.0,0.0,0.11879389787272956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28890739054028836,0.0,0.0,0.0,0.0,0.28890739054028836,0.28890739054028836,0.0,0.0,0.0,0.28890739054028836,0.14510272754557527,0.14510272754557527,0.0,0.0,0.1614858340346203,0.0,0.18116574416442052,0.0,0.2388103778969552,0.0,0.0,0.10788592499677956,0.0
0.21609238648507872,0.0,0.5255378315973182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2384209584427289,0.0,0.29375127750636065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21609238648507872,0.0,0.0,0.0,0.0,0.0,0.0,0.29375127750636065,0.0,0.29375127750636065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5255378315973182,0.0,0.19625020660304585,0.0
0.09543187992793517,0.0,0.0,0.0,0.23209083882298545,0.23209083882298545,0.0,0.23209083882298545,0.0,0.1653372512387721,0.0,0.0,0.0,0.0,0.14553767368317727,0.10529274375884051,0.23209083882298545,0.1297280163343482,0.14553767368317727,0.0,0.0,0.0,0.0,0.23209083882298545,0.0,0.09543187992793517,0.4641816776459709,0.0,0.0,0.1165668129450617,0.1165668129450617,0.0,0.0,0.1165668129450617,0.0,0.0,0.1165668129450617,0.0,0.23209083882298545,0.0,0.0,0.0,0.0,0.23209083882298545,0.0,0.0,0.1165668129450617,0.1165668129450617,0.23209083882298545,0.0,0.0,0.0,0.14553767368317727,0.23209083882298545,0.0,0.0,0.1653372512387721,0.0,0.23209083882298545
0.18358576704235127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31806526406338465,0.0,0.0,0.0,0.0,0.2799760989394943,0.20255546827284138,0.0,0.24956248796113692,0.2799760989394943,0.0,0.0,0.0,0.0,0.0,0.0,0.18358576704235127,0.0,0.0,0.0,0.22424380387729473,0.22424380387729473,0.0,0.0,0.22424380387729473,0.0,0.0,0.22424380387729473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22424380387729473,0.22424380387729473,0.0,0.0,0.24956248796113692,0.0,0.2799760989394943,0.0,0.0,0.0,0.31806526406338465,0.16672843174846366,0.0
0.18358576704235127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31806526406338465,0.0,0.0,0.0,0.0,0.2799760989394943,0.20255546827284138,0.0,0.24956248796113692,0.2799760989394943,0.0,0.0,0.0,0.0,0.0,0.0,0.18358576704235127,0.0,0.0,0.0,0.22424380387729473,0.22424380387729473,0.0,0.0,0.22424380387729473,0.0,0.0,0.22424380387729473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22424380387729473,0.22424380387729473,0.0,0.0,0.24956248796113692,0.0,0.2799760989394943,0.0,0.0,0.0,0.31806526406338465,0.16672843174846366,0.0
0.16305634835385646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17990476891411603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16305634835385646,0.0,0.0,0.0,0.39833562688740487,0.19916781344370244,0.0,0.22165524391473587,0.19916781344370244,0.22165524391473587,0.0,0.19916781344370244,0.32779081136473953,0.0,0.32779081136473953,0.0,0.0,0.0,0.0,0.32779081136473953,0.0,0.19916781344370244,0.19916781344370244,0.0,0.0,0.22165524391473587,0.0,0.0,0.0,0.0,0.0,0.0,0.2961681581927658,0.0
0.13826060706797558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33625053069072386,0.33625053069072386,0.0,0.27794414034245896,0.0,0.0,0.0,0.0,0.0,0.27794414034245896,0.0,0.27794414034245896,0.0,0.0,0.0,0.13826060706797558,0.0,0.33625053069072386,0.33625053069072386,0.16888065428380683,0.16888065428380683,0.0,0.1879484539721496,0.16888065428380683,0.1879484539721496,0.0,0.16888065428380683,0.0,0.0,0.0,0.0,0.0,0.27794414034245896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12556514897865842,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3186623100373987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5701050931607288,0.3186623100373987,0.0,0.3186623100373987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5701050931607288,0.0,0.0,0.0,0.0,0.0,0.2128928415642012,0.0
0.1854133449256319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1854133449256319,0.0,0.0,0.0,0.4529522568723429,0.22647612843617146,0.0,0.25204685747867717,0.22647612843617146,0.25204685747867717,0.0,0.22647612843617146,0.37273489431474666,0.0,0.37273489431474666,0.0,0.0,0.0,0.0,0.37273489431474666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16838819655096748,0.0
0.0,0.0,0.0,0.28415202513614857,0.0,0.0,0.0,0.0,0.28415202513614857,0.0,0.0,0.0,0.28415202513614857,0.2348796006085066,0.0,0.12891136299453548,0.0,0.0,0.0,0.2348796006085066,0.0,0.4697592012170132,0.0,0.0,0.28415202513614857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2348796006085066,0.0,0.0,0.0,0.2854287237702512,0.1427143618851256,0.0,0.28415202513614857,0.15882780529056226,0.0,0.0,0.0,0.2348796006085066,0.0,0.0,0.10611014143387427,0.0
0.11879389787272956,0.28890739054028836,0.0,0.0,0.0,0.0,0.28890739054028836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18116574416442052,0.2621374630421748,0.0,0.0,0.18116574416442052,0.0,0.28890739054028836,0.0,0.28890739054028836,0.0,0.0,0.11879389787272956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28890739054028836,0.0,0.0,0.0,0.0,0.28890739054028836,0.28890739054028836,0.0,0.0,0.0,0.28890739054028836,0.14510272754557527,0.14510272754557527,0.0,0.0,0.1614858340346203,0.0,0.18116574416442052,0.0,0.2388103778969552,0.0,0.0,0.10788592499677956,0.0
0.21609238648507872,0.0,0.5255378315973182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2384209584427289,0.0,0.29375127750636065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21609238648507872,0.0,0.0,0.0,0.0,0.0,0.0,0.29375127750636065,0.0,0.29375127750636065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5255378315973182,0.0,0.19625020660304585,0.0
0.09543187992793517,0.0,0.0,0.0,0.23209083882298545,0.23209083882298545,0.0,0.23209083882298545,0.0,0.1653372512387721,0.0,0.0,0.0,0.0,0.14553767368317727,0.10529274375884051,0.23209083882298545,0.1297280163343482,0.14553767368317727,0.0,0.0,0.0,0.0,0.23209083882298545,0.0,0.09543187992793517,0.4641816776459709,0.0,0.0,0.1165668129450617,0.1165668129450617,0.0,0.0,0.1165668129450617,0.0,0.0,0.1165668129450617,0.0,0.23209083882298545,0.0,0.0,0.0,0.0,0.23209083882298545,0.0,0.0,0.1165668129450617,0.1165668129450617,0.23209083882298545,0.0,0.0,0.0,0.14553767368317727,0.23209083882298545,0.0,0.0,0.1653372512387721,0.0,0.23209083882298545
0.18358576704235127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31806526406338465,0.0,0.0,0.0,0.0,0.2799760989394943,0.20255546827284138,0.0,0.24956248796113692,0.2799760989394943,0.0,0.0,0.0,0.0,0.0,0.0,0.18358576704235127,0.0,0.0,0.0,0.22424380387729473,0.22424380387729473,0.0,0.0,0.22424380387729473,0.0,0.0,0.22424380387729473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22424380387729473,0.22424380387729473,0.0,0.0,0.24956248796113692,0.0,0.2799760989394943,0.0,0.0,0.0,0.31806526406338465,0.16672843174846366,0.0
0.18358576704235127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31806526406338465,0.0,0.0,0.0,0.0,0.2799760989394943,0.20255546827284138,0.0,0.24956248796113692,0.2799760989394943,0.0,0.0,0.0,0.0,0.0,0.0,0.18358576704235127,0.0,0.0,0.0,0.22424380387729473,0.22424380387729473,0.0,0.0,0.22424380387729473,0.0,0.0,0.22424380387729473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22424380387729473,0.22424380387729473,0.0,0.0,0.24956248796113692,0.0,0.2799760989394943,0.0,0.0,0.0,0.31806526406338465,0.16672843174846366,0.0
0.16305634835385646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17990476891411603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16305634835385646,0.0,0.0,0.0,0.39833562688740487,0.19916781344370244,0.0,0.22165524391473587,0.19916781344370244,0.22165524391473587,0.0,0.19916781344370244,0.32779081136473953,0.0,0.32779081136473953,0.0,0.0,0.0,0.0,0.32779081136473953,0.0,0.19916781344370244,0.19916781344370244,0.0,0.0,0.22165524391473587,0.0,0.0,0.0,0.0,0.0,0.0,0.2961681581927658,0.0
0.13826060706797558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33625053069072386,0.33625053069072386,0.0,0.27794414034245896,0.0,0.0,0.0,0.0,0.0,0.27794414034245896,0.0,0.27794414034245896,0.0,0.0,0.0,0.13826060706797558,0.0,0.33625053069072386,0.33625053069072386,0.16888065428380683,0.16888065428380683,0.0,0.1879484539721496,0.16888065428380683,0.1879484539721496,0.0,0.16888065428380683,0.0,0.0,0.0,0.0,0.0,0.27794414034245896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12556514897865842,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3186623100373987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5701050931607288,0.3186623100373987,0.0,0.3186623100373987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5701050931607288,0.0,0.0,0.0,0.0,0.0,0.2128928415642012,0.0
0.1854133449256319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1854133449256319,0.0,0.0,0.0,0.4529522568723429,0.22647612843617146,0.0,0.25204685747867717,0.22647612843617146,0.25204685747867717,0.0,0.22647612843617146,0.37273489431474666,0.0,0.37273489431474666,0.0,0.0,0.0,0.0,0.37273489431474666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16838819655096748,0.0
0.0,0.0,0.0,0.28415202513614857,0.0,0.0,0.0,0.0,0.28415202513614857,0.0,0.0,0.0,0.28415202513614857,0.2348796006085066,0.0,0.12891136299453548,0.0,0.0,0.0,0.2348796006085066,0.0,0.4697592012170132,0.0,0.0,0.28415202513614857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2348796006085066,0.0,0.0,0.0,0.2854287237702512,0.1427143618851256,0.0,0.28415202513614857,0.15882780529056226,0.0,0.0,0.0,0.2348796006085066,0.0,0.0,0.10611014143387427,0.0
